/problem             ,/plan_properties/number_of_steps,/plan_properties/number_of_actions,/plan_properties/number_of_agents,/simulation/failed_actions                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,/simulation/failed_actions_cardinality,/cnf_model_details/failure_model,/cnf_model_details/conflict_model,/cnf_model_details/conflict_retries_model,/cnf_model_details/max_failures_restriction,/cnf/clauses_num,/cnf/variables_num,/execution_time/cnf_compilation_mils,/execution_time/final_var_state_calc_mils,/execution_time/sat_solving_mils/0,/execution_time/sat_solving_mils/1,/solution/number_of_solutions,/solution/solution_index,/solution/solution_cardinality,/execution_time/sat_solving_mils/2,/execution_time/sat_solving_mils/3,/execution_time/sat_solving_mils/4,/execution_time/sat_solving_mils/5,/execution_time/sat_solving_mils/6,/execution_time/sat_solving_mils/7
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:01, Agent:satellite0,Action:switch_on~instrument0~satellite0=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                            ,1.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,1.0                                        ,9181.0          ,4893.0            ,265.0                               ,266.0                                    ,15.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:14, Agent:satellite1,Action:take_image~satellite1~planet15~instrument3~image2=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                           ,1.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,1.0                                        ,9181.0          ,4893.0            ,265.0                               ,359.0                                    ,31.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:02, Agent:satellite3,Action:turn_to~satellite3~star10~groundstation4=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                                    ,1.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,1.0                                        ,9181.0          ,4893.0            ,265.0                               ,313.0                                    ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:12, Agent:satellite0,Action:take_image~satellite0~planet23~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                           ,1.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,1.0                                        ,9181.0          ,4893.0            ,265.0                               ,328.0                                    ,15.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:20, Agent:satellite1,Action:take_image~satellite1~star20~instrument3~thermograph4=FAILED]"                                                                                                                                                                                                                                                                                                                                                                                       ,1.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,1.0                                        ,9181.0          ,4893.0            ,265.0                               ,1203.0                                   ,63.0                              ,31.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED]"                                                                                                                                                                                                                                                                                                      ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,171.0                                    ,16.0                              ,31.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                                               ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,266.0                                    ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                                          ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,141.0                                    ,0.0                               ,31.0                              ,2.0                          ,1.0                     ,2.0                           ,31.0                              ,16.0                              ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                                                                                                           ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,297.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,31.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                                                                                                      ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,203.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                               ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,266.0                                    ,0.0                               ,31.0                              ,1.0                          ,0.0                     ,2.0                           ,31.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED]"                                                                                                                                                                                                                                                                                                      ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,297.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED]"                                                                                                                                                                                                                                                                                                 ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,203.0                                    ,15.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                                                                                                          ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,281.0                                    ,15.0                              ,32.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:05, Agent:satellite3,Action:take_image~satellite3~star22~instrument7~thermograph3=FAILED]"                                                                                                                                                                                                                                                                                                 ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,312.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:05, Agent:satellite3,Action:take_image~satellite3~star22~instrument7~thermograph3=FAILED]"                                                                                                                                                                                                                                                                                            ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,218.0                                    ,31.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED, Index:05, Agent:satellite3,Action:take_image~satellite3~star22~instrument7~thermograph3=FAILED]"                                                                                                                                                                                                                                                                                                     ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,266.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED, Index:05, Agent:satellite3,Action:take_image~satellite3~star22~instrument7~thermograph3=FAILED]"                                                                                                                                                                                                                                                                                 ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,359.0                                    ,0.0                               ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:05, Agent:satellite3,Action:take_image~satellite3~star22~instrument7~thermograph3=FAILED]"                                                                                                                                                                                                                                                                                            ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,344.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                                 ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,282.0                                    ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                            ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,187.0                                    ,0.0                               ,32.0                              ,1.0                          ,0.0                     ,2.0                           ,32.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED, Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                                     ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,810.0                                    ,31.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED, Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                 ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,437.0                                    ,15.0                              ,32.0                              ,1.0                          ,0.0                     ,2.0                           ,16.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED]"                                                                                                                                                                                                                                                                                            ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,312.0                                    ,0.0                               ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED, Index:05, Agent:satellite3,Action:take_image~satellite3~star22~instrument7~thermograph3=FAILED]"                                                                                                                                                                                                                                                                                       ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,344.0                                    ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                         ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,156.0                                    ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,31.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                    ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,204.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED, Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                             ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,172.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED, Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                         ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,250.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:06, Agent:satellite1,Action:take_image~satellite1~planet8~instrument3~image2=FAILED, Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                    ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,219.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:05, Agent:satellite3,Action:take_image~satellite3~star22~instrument7~thermograph3=FAILED, Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                               ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,250.0                                    ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:08, Agent:satellite0,Action:take_image~satellite0~phenomenon13~instrument0~image1=FAILED, Index:03, Agent:satellite1,Action:turn_to~satellite1~phenomenon7~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                               ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,219.0                                    ,0.0                               ,15.0                              ,1.0                          ,0.0                     ,2.0                           ,15.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:03, Agent:satellite0,Action:turn_to~satellite0~planet21~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                            ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,250.0                                    ,15.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:03, Agent:satellite0,Action:turn_to~satellite0~planet21~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                       ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,187.0                                    ,62.0                              ,78.0                              ,1.0                          ,0.0                     ,2.0                           ,78.0                              ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED, Index:03, Agent:satellite0,Action:turn_to~satellite0~planet21~groundstation2=FAILED]"                                                                                                                                                                                                                                                                                                                ,2.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,2.0                                        ,9181.0          ,4893.0            ,265.0                               ,469.0                                    ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:05, Agent:satellite0,Action:turn_to~satellite0~phenomenon5~planet21=FAILED]"                                                                                                                                                                                                                    ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,9181.0          ,4893.0            ,265.0                               ,157.0                                    ,16.0                              ,31.0                              ,2.0                          ,1.0                     ,2.0                           ,31.0                              ,16.0                              ,                                  ,                                  ,                                  ,
"satellite14.problem",21.0                            ,43.0                              ,5.0                              ,"[Index:07, Agent:satellite0,Action:turn_to~satellite0~phenomenon13~phenomenon5=FAILED, Index:00, Agent:satellite1,Action:turn_to~satellite1~groundstation2~groundstation1=FAILED, Index:10, Agent:satellite1,Action:take_image~satellite1~phenomenon12~instrument3~thermograph0=FAILED]"                                                                                                                                                                                                ,3.0                                   ,"no effects model"              ,"no effects model"               ,"one retry"                              ,3.0                                        ,9181.0          ,4893.0            ,265.0                               ,156.0                                    ,15.0                              ,31.0                              ,1.0                          ,0.0                     ,2.0                           ,32.0                              ,                                  ,                                  ,                                  ,                                  ,
