/problem             ,/plan_properties/number_of_steps,/plan_properties/number_of_actions,/plan_properties/number_of_agents,/simulation/failed_actions                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,/simulation/failed_actions_cardinality,/cnf_model_details/failure_model,/cnf_model_details/conflict_model,/cnf_model_details/conflict_retries_model,/cnf_model_details/max_failures_restriction,/cnf/clauses_num,/cnf/variables_num,/execution_time/cnf_compilation_mils,/execution_time/final_var_state_calc_mils,/execution_time/sat_solving_mils/0,/execution_time/sat_solving_mils/1,/solution/number_of_solutions,/solution/solution_index,/solution/solution_cardinality,/execution_time/sat_solving_mils/2,/execution_time/sat_solving_mils/3,/execution_time/sat_solving_mils/4,/execution_time/sat_solving_mils/5
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,156.0                                    ,16.0                              ,31.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                              ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,281.0                                    ,16.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                                       ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                        ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,15.0                              ,15.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                      ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,1016.0                                   ,16.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                        ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,156.0                                    ,15.0                              ,31.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                            ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,250.0                                    ,16.0                              ,31.0                              ,2.0                          ,0.0                     ,1.0                           ,63.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED]"                                                                                                                                                                                     ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,16.0                              ,2.0                          ,0.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                      ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,171.0                                    ,15.0                              ,16.0                              ,2.0                          ,0.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                      ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,765.0                                    ,78.0                              ,47.0                              ,2.0                          ,0.0                     ,1.0                           ,62.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED]"                                                                                                                                                                                             ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,187.0                                    ,31.0                              ,15.0                              ,2.0                          ,0.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                              ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,16.0                              ,2.0                          ,0.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                              ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,15.0                              ,2.0                          ,0.0                     ,1.0                           ,0.0                               ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                                     ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,156.0                                    ,16.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:00, Agent:distributor0,Action:LiftP~hoist2~crate4~pallet2~distributor0=FAILED, Index:06, Agent:truck0,Action:Load~hoist0~crate2~truck0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                           ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,157.0                                    ,16.0                              ,15.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:00, Agent:distributor0,Action:LiftP~hoist2~crate4~pallet2~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                         ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,219.0                                    ,16.0                              ,31.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                      ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,531.0                                    ,62.0                              ,63.0                              ,2.0                          ,1.0                     ,1.0                           ,47.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                    ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,312.0                                    ,15.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                      ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,156.0                                    ,16.0                              ,31.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:06, Agent:truck0,Action:Load~hoist0~crate2~truck0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                                 ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,32.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                               ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,157.0                                    ,16.0                              ,31.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED]"                                                                                                                                                                             ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,1234.0                                   ,47.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                               ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,156.0                                    ,15.0                              ,15.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                              ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,297.0                                    ,31.0                              ,0.0                               ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                                ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,469.0                                    ,16.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,0.0                               ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                                                                              ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,266.0                                    ,16.0                              ,15.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:06, Agent:truck0,Action:Load~hoist0~crate2~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                                                                                                         ,4.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,4.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,15.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                       ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,171.0                                    ,16.0                              ,15.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                               ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                             ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,188.0                                    ,16.0                              ,16.0                              ,2.0                          ,0.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:03, Agent:truck0,Action:Drive~truck0~depot1~depot0=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                                     ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,16.0                              ,2.0                          ,0.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                             ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,172.0                                    ,16.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                      ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,177.0                                    ,16.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,0.0                               ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                       ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,157.0                                    ,0.0                               ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,16.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                     ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,969.0                                    ,15.0                              ,16.0                              ,1.0                          ,0.0                     ,1.0                           ,                                  ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:14, Agent:truck0,Action:Unload~hoist2~crate5~truck0~distributor0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED, Index:17, Agent:depot0,Action:DropC~hoist0~crate4~crate3~depot0=FAILED]"                                                                                                       ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,156.0                                    ,0.0                               ,15.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
"deports16.problem"  ,18.0                            ,26.0                              ,5.0                              ,"[Index:10, Agent:depot1,Action:DropP~hoist1~crate2~pallet1~depot1=FAILED, Index:16, Agent:truck0,Action:Unload~hoist0~crate4~truck0~depot0=FAILED, Index:15, Agent:truck0,Action:Drive~truck0~distributor0~depot0=FAILED, Index:02, Agent:depot1,Action:LiftP~hoist6~crate1~pallet1~depot1=FAILED, Index:02, Agent:truck0,Action:Load~hoist5~crate0~truck0~depot1=FAILED]"                                                                                                              ,5.0                                   ,"delay one step"                ,"no effects model"               ,"one retry"                              ,5.0                                        ,8126.0          ,3546.0            ,297.0                               ,156.0                                    ,15.0                              ,16.0                              ,2.0                          ,1.0                     ,1.0                           ,15.0                              ,                                  ,                                  ,
